Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of an energy sufficient diet [CoCA],Cost of a nutrient adequate diet [CoNA],Cost of a healthy diet [CoHD],Cost of a healthy diet relative to the cost of sufficient energy from starchy staples [CoHD_CoCA],Cost of fruits [CoHD_f],Cost of vegetables [CoHD_v],Cost of starchy staples [CoHD_ss],Cost of animal-source foods [CoHD_asf],"Cost of legumes, nuts and seeds [CoHD_lns]",Cost of oils and fats [CoHD_of],Cost share for fruits in a least-cost healthy diet [CoHD_f_prop],Cost share for vegetables in a least-cost healthy diet [CoHD_v_prop],Cost share for starchy staples in a least-cost healthy diet [CoHD_ss_prop],Cost share for animal-sourced foods in a least-cost healthy diet [CoHD_asf_prop],"Cost share for legumes, nuts and seeds in a least-cost healthy diet [CoHD_lns_prop]",Cost share for oils and fats in a least-cost healthy diet [CoHD_of_prop],Cost of fruits relative to the starchy staples in a least-cost healthy diet [CoHD_f_ss],Cost of vegetables relative to the starchy staples in a least-cost healthy diet [CoHD_v_ss],Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet [CoHD_asf_ss],"Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet [CoHD_lns_ss]",Cost of oils and fats relative to the starchy staples in a least-cost healthy diet [CoHD_of_ss],Affordability of an energy sufficient diet: ratio of cost to the $0.99 food poverty line [CoCA_pov],Affordability of a nutrient adequate diet: ratio of cost to the $0.99 food poverty line [CoNA_pov],Affordability of a healthy diet: ratio of cost to the $0.99 food poverty line [CoHD_pov],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Affordability of a nutrient adequate diet: ratio of cost to food expenditures [CoNA_fexp],Affordability of a healthy diet: ratio of cost to food expenditures [CoHD_fexp],Percent of the population who cannot afford sufficient calories [CoCA_headcount],Percent of the population who cannot afford nutrient adequacy [CoNA_headcount],Percent of the population who cannot afford a healthy diet [CoHD_headcount],Millions of people who cannot afford sufficient calories [CoCA_unafford_n],Millions of people who cannot afford nutrient adequacy [CoNA_unafford_n],Millions of people who cannot afford a healthy diet [CoHD_unafford_n]
Food Prices for Nutrition Data,FPN,British Virgin Islands,VGB,2020,YR2020,..,..,3.337,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.371,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Brunei Darussalam,BRN,2017,YR2017,0.762,2.376,4.126,5.41,0.894,0.932,0.674,1.123,0.405,0.098,0.217,0.226,0.163,0.272,0.098,0.024,1.33,1.38,1.67,0.6,0.15,0.77,2.4,4.168,0.143,0.445,0.772,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Brunei Darussalam,BRN,2018,YR2018,..,..,4.263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.306,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Brunei Darussalam,BRN,2019,YR2019,..,..,4.327,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.371,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Brunei Darussalam,BRN,2020,YR2020,..,..,4.405,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.449,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Bulgaria,BGR,2017,YR2017,0.504,2.768,3.78,7.5,0.959,0.774,0.504,0.963,0.478,0.101,0.254,0.205,0.133,0.255,0.126,0.027,1.9,1.54,1.91,0.95,0.2,0.509,2.796,3.818,0.077,0.422,0.576,0.4,6.4,11.3,0,0.5,0.8
Food Prices for Nutrition Data,FPN,Bulgaria,BGR,2018,YR2018,..,..,3.859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.898,..,..,..,..,..,9,..,..,0.6
Food Prices for Nutrition Data,FPN,Bulgaria,BGR,2019,YR2019,..,..,3.896,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.935,..,..,..,..,..,8,..,..,0.6
Food Prices for Nutrition Data,FPN,Bulgaria,BGR,2020,YR2020,..,..,4.108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.149,..,..,..,..,..,8.5,..,..,0.6
Food Prices for Nutrition Data,FPN,Burkina Faso,BFA,2017,YR2017,0.574,2.538,3.173,5.53,0.354,0.917,0.439,1.145,0.127,0.19,0.112,0.289,0.138,0.361,0.04,0.06,0.81,2.09,2.61,0.29,0.43,0.58,2.564,3.205,0.361,1.598,1.997,7.5,79,85.1,1.4,15.2,16.3
Food Prices for Nutrition Data,FPN,Burkina Faso,BFA,2018,YR2018,..,..,3.296,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.329,..,..,..,..,..,82.2,..,..,16.2
Food Prices for Nutrition Data,FPN,Burkina Faso,BFA,2019,YR2019,..,..,3.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.273,..,..,..,..,..,79.4,..,..,16.1
Food Prices for Nutrition Data,FPN,Burkina Faso,BFA,2020,YR2020,..,..,3.345,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.379,..,..,..,..,..,80.1,..,..,16.7
Food Prices for Nutrition Data,FPN,Burundi,BDI,2017,YR2017,0.708,1.589,2.988,4.22,0.447,0.532,0.615,1.112,0.174,0.107,0.15,0.178,0.206,0.372,0.058,0.036,0.73,0.87,1.81,0.28,0.17,0.715,1.605,3.018,0.808,1.814,3.412,56.1,89.6,97.5,6.1,9.7,10.6
Food Prices for Nutrition Data,FPN,Burundi,BDI,2018,YR2018,..,..,2.804,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.832,..,..,..,..,..,97,..,..,10.8
Food Prices for Nutrition Data,FPN,Burundi,BDI,2019,YR2019,..,..,2.783,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.811,..,..,..,..,..,96.9,..,..,11.2
Food Prices for Nutrition Data,FPN,Burundi,BDI,2020,YR2020,..,..,2.943,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.973,..,..,..,..,..,97.2,..,..,11.6
Food Prices for Nutrition Data,FPN,Cabo Verde,CPV,2017,YR2017,0.62,2.522,3.358,5.42,0.823,1.036,0.342,0.779,0.281,0.098,0.245,0.309,0.102,0.232,0.084,0.029,2.41,3.03,2.28,0.82,0.29,0.626,2.547,3.392,0.139,0.565,0.753,0.3,27.6,42.1,0,0.1,0.2
Food Prices for Nutrition Data,FPN,Cabo Verde,CPV,2018,YR2018,..,..,3.413,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.447,..,..,..,..,..,39.6,..,..,0.2
Food Prices for Nutrition Data,FPN,Cabo Verde,CPV,2019,YR2019,..,..,3.484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.519,..,..,..,..,..,37.6,..,..,0.2
Food Prices for Nutrition Data,FPN,Cabo Verde,CPV,2020,YR2020,..,..,3.563,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.599,..,..,..,..,..,38.1,..,..,0.2
Food Prices for Nutrition Data,FPN,Cambodia,KHM,2017,YR2017,0.993,2.761,3.618,3.64,0.526,0.791,0.503,1.226,0.422,0.15,0.145,0.219,0.139,0.339,0.117,0.041,1.05,1.57,2.44,0.84,0.3,1.003,2.789,3.655,0.256,0.712,0.933,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Cambodia,KHM,2018,YR2018,..,..,3.706,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.743,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Cambodia,KHM,2019,YR2019,..,..,3.778,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.816,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Cambodia,KHM,2020,YR2020,..,..,3.888,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.927,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Cameroon,CMR,2017,YR2017,0.894,2.065,2.616,2.93,0.447,0.592,0.48,0.837,0.144,0.116,0.171,0.226,0.183,0.32,0.055,0.044,0.93,1.23,1.74,0.3,0.24,0.903,2.086,2.642,0.385,0.89,1.128,16.8,50.7,60.9,4.1,12.5,15
Food Prices for Nutrition Data,FPN,Cameroon,CMR,2018,YR2018,..,..,2.684,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.711,..,..,..,..,..,60.4,..,..,15.2
Food Prices for Nutrition Data,FPN,Cameroon,CMR,2019,YR2019,..,..,2.744,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.772,..,..,..,..,..,60.2,..,..,15.6
Food Prices for Nutrition Data,FPN,Cameroon,CMR,2020,YR2020,..,..,2.808,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.836,..,..,..,..,..,60.7,..,..,16.1
Food Prices for Nutrition Data,FPN,Canada,CAN,2017,YR2017,0.673,2.111,2.863,4.25,0.673,0.605,0.43,0.766,0.31,0.078,0.235,0.211,0.15,0.268,0.108,0.027,1.57,1.41,1.78,0.72,0.18,0.68,2.132,2.892,0.106,0.333,0.451,0,0.5,0.7,0,0.2,0.3
Food Prices for Nutrition Data,FPN,Canada,CAN,2018,YR2018,..,..,2.911,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.94,..,..,..,..,..,0.7,..,..,0.3
Food Prices for Nutrition Data,FPN,Canada,CAN,2019,YR2019,..,..,2.918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.947,..,..,..,..,..,0.5,..,..,0.2
Food Prices for Nutrition Data,FPN,Canada,CAN,2020,YR2020,..,..,3.008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.038,..,..,..,..,..,0.7,..,..,0.3
Food Prices for Nutrition Data,FPN,Cayman Islands,CYM,2017,YR2017,1.095,2.231,2.928,2.67,0.654,0.75,0.556,0.585,0.257,0.125,0.223,0.256,0.19,0.2,0.088,0.043,1.18,1.35,1.05,0.46,0.22,1.106,2.254,2.958,0.175,0.358,0.469,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Cayman Islands,CYM,2018,YR2018,..,..,2.874,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.903,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Cayman Islands,CYM,2019,YR2019,..,..,2.714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.741,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Cayman Islands,CYM,2020,YR2020,..,..,2.765,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.793,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Central African Republic,CAF,2017,YR2017,1.021,1.706,3.423,3.35,0.345,0.955,0.525,1.284,0.141,0.174,0.101,0.279,0.153,0.375,0.041,0.051,0.66,1.82,2.45,0.27,0.33,1.031,1.723,3.458,0.823,1.376,2.761,70.3,85.4,95.4,3.2,3.9,4.4
Food Prices for Nutrition Data,FPN,Central African Republic,CAF,2018,YR2018,..,..,3.507,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.542,..,..,..,..,..,95.2,..,..,4.4
Food Prices for Nutrition Data,FPN,Central African Republic,CAF,2019,YR2019,..,..,3.57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.606,..,..,..,..,..,95.1,..,..,4.5
Food Prices for Nutrition Data,FPN,Central African Republic,CAF,2020,YR2020,..,..,3.615,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.652,..,..,..,..,..,95.1,..,..,4.6
Food Prices for Nutrition Data,FPN,Chad,TCD,2017,YR2017,0.709,1.761,2.831,3.99,0.39,0.703,0.497,0.882,0.187,0.172,0.138,0.248,0.176,0.312,0.066,0.061,0.78,1.41,1.77,0.38,0.35,0.716,1.779,2.86,0.365,0.907,1.458,13.9,65,84.9,2.1,9.8,12.8
Food Prices for Nutrition Data,FPN,Chad,TCD,2018,YR2018,..,..,2.728,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.756,..,..,..,..,..,83.3,..,..,12.9
Food Prices for Nutrition Data,FPN,Chad,TCD,2019,YR2019,..,..,2.659,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.686,..,..,..,..,..,81.9,..,..,13.1
Food Prices for Nutrition Data,FPN,Chad,TCD,2020,YR2020,..,..,2.821,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.849,..,..,..,..,..,83.4,..,..,13.7
Food Prices for Nutrition Data,FPN,Chile,CHL,2017,YR2017,0.644,2.179,3.053,4.74,0.619,0.94,0.352,0.765,0.261,0.116,0.203,0.308,0.115,0.251,0.085,0.038,1.76,2.67,2.17,0.74,0.33,0.651,2.201,3.084,0.104,0.35,0.491,0.2,1.2,3.4,0,0.2,0.6
Food Prices for Nutrition Data,FPN,Chile,CHL,2018,YR2018,..,..,3.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.212,..,..,..,..,..,3.3,..,..,0.6
Food Prices for Nutrition Data,FPN,Chile,CHL,2019,YR2019,..,..,3.213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.245,..,..,..,..,..,3.3,..,..,0.6
Food Prices for Nutrition Data,FPN,Chile,CHL,2020,YR2020,..,..,3.402,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.436,..,..,..,..,..,3.8,..,..,0.7
Food Prices for Nutrition Data,FPN,China,CHN,2017,YR2017,0.848,2.111,2.571,3.03,0.617,0.478,0.429,0.672,0.281,0.093,0.24,0.186,0.167,0.261,0.109,0.036,1.44,1.11,1.57,0.66,0.22,0.857,2.132,2.597,0.308,0.767,0.935,0.2,8,14.3,2.3,111.7,199.3
Food Prices for Nutrition Data,FPN,China,CHN,2018,YR2018,..,..,2.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.657,..,..,..,..,..,11.4,..,..,160.5
Food Prices for Nutrition Data,FPN,China,CHN,2019,YR2019,..,..,2.792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.82,..,..,..,..,..,10,..,..,141.4
Food Prices for Nutrition Data,FPN,China,CHN,2020,YR2020,..,..,2.983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.013,..,..,..,..,..,12,..,..,168.7
Food Prices for Nutrition Data,FPN,Colombia,COL,2017,YR2017,0.991,2.526,2.863,2.89,0.492,0.617,0.548,0.798,0.262,0.146,0.172,0.216,0.191,0.279,0.092,0.051,0.9,1.13,1.46,0.48,0.27,1.001,2.552,2.892,0.223,0.569,0.645,3.5,20.3,24.7,1.7,9.9,12.1
Food Prices for Nutrition Data,FPN,Colombia,COL,2018,YR2018,..,..,2.893,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.922,..,..,..,..,..,24.3,..,..,12.1
Food Prices for Nutrition Data,FPN,Colombia,COL,2019,YR2019,..,..,2.93,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.96,..,..,..,..,..,25.3,..,..,12.7
Food Prices for Nutrition Data,FPN,Colombia,COL,2020,YR2020,..,..,3.065,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.096,..,..,..,..,..,26.5,..,..,13.5
Food Prices for Nutrition Data,FPN,Comoros,COM,2017,YR2017,1.101,3.461,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.112,3.496,..,0.297,0.934,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Comoros,COM,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Comoros,COM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Comoros,COM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,"Congo, Dem. Rep.",COD,2017,YR2017,0.56,2.049,2.921,5.22,0.315,0.804,0.383,1.207,0.136,0.076,0.108,0.275,0.131,0.413,0.047,0.026,0.82,2.1,3.15,0.36,0.2,0.566,2.07,2.951,0.36,1.318,1.878,38.5,91.5,96.4,31.3,74.5,78.5
Food Prices for Nutrition Data,FPN,"Congo, Dem. Rep.",COD,2018,YR2018,..,..,2.344,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.368,..,..,..,..,..,93.3,..,..,78.5
Food Prices for Nutrition Data,FPN,"Congo, Dem. Rep.",COD,2019,YR2019,..,..,2.127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.148,..,..,..,..,..,90.7,..,..,78.7
Food Prices for Nutrition Data,FPN,"Congo, Dem. Rep.",COD,2020,YR2020,..,..,2.077,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.098,..,..,..,..,..,90,..,..,80.6
Food Prices for Nutrition Data,FPN,"Congo, Rep.",COG,2017,YR2017,0.987,2.576,3.343,3.39,0.733,1.12,0.532,0.633,0.224,0.1,0.219,0.335,0.159,0.189,0.067,0.03,1.38,2.11,1.19,0.42,0.19,0.997,2.602,3.377,0.449,1.171,1.52,46.4,85.3,91.6,2.4,4.4,4.7
Food Prices for Nutrition Data,FPN,"Congo, Rep.",COG,2018,YR2018,..,..,3.385,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.419,..,..,..,..,..,92.4,..,..,4.8
Food Prices for Nutrition Data,FPN,"Congo, Rep.",COG,2019,YR2019,..,..,3.365,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.399,..,..,..,..,..,92.4,..,..,5
Food Prices for Nutrition Data,FPN,"Congo, Rep.",COG,2020,YR2020,..,..,3.422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.457,..,..,..,..,..,92.4,..,..,5.1
Food Prices for Nutrition Data,FPN,Costa Rica,CRI,2017,YR2017,0.973,2.824,3.961,4.07,0.587,1.388,0.617,0.863,0.411,0.094,0.148,0.35,0.156,0.218,0.104,0.024,0.95,2.25,1.4,0.67,0.15,0.983,2.853,4.001,0.158,0.458,0.642,0.8,8.1,16.2,0,0.4,0.8
Food Prices for Nutrition Data,FPN,Costa Rica,CRI,2018,YR2018,..,..,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.04,..,..,..,..,..,16.6,..,..,0.8
Food Prices for Nutrition Data,FPN,Costa Rica,CRI,2019,YR2019,..,..,4.041,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.082,..,..,..,..,..,16.6,..,..,0.8
Food Prices for Nutrition Data,FPN,Costa Rica,CRI,2020,YR2020,..,..,4.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.152,..,..,..,..,..,16.8,..,..,0.9
Food Prices for Nutrition Data,FPN,Côte d'Ivoire,CIV,2017,YR2017,0.815,1.619,3.273,4.02,0.39,1.041,0.434,1.111,0.149,0.148,0.119,0.318,0.133,0.339,0.046,0.045,0.9,2.4,2.56,0.34,0.34,0.823,1.635,3.306,0.258,0.513,1.038,7.6,37.5,76.5,1.9,9.2,18.7
Food Prices for Nutrition Data,FPN,Côte d'Ivoire,CIV,2018,YR2018,..,..,3.357,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.391,..,..,..,..,..,72,..,..,18.1
Food Prices for Nutrition Data,FPN,Côte d'Ivoire,CIV,2019,YR2019,..,..,3.506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.541,..,..,..,..,..,70.1,..,..,18
Food Prices for Nutrition Data,FPN,Côte d'Ivoire,CIV,2020,YR2020,..,..,3.61,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.646,..,..,..,..,..,70.9,..,..,18.7
Food Prices for Nutrition Data,FPN,Croatia,HRV,2017,YR2017,0.663,3.211,4.168,6.29,0.95,1.138,0.496,0.955,0.556,0.073,0.228,0.273,0.119,0.229,0.133,0.018,1.92,2.29,1.93,1.12,0.15,0.67,3.243,4.21,0.077,0.371,0.481,0.4,3.8,7.2,0,0.2,0.3
Food Prices for Nutrition Data,FPN,Croatia,HRV,2018,YR2018,..,..,4.202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.244,..,..,..,..,..,4.7,..,..,0.2
Food Prices for Nutrition Data,FPN,Croatia,HRV,2019,YR2019,..,..,4.111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.153,..,..,..,..,..,3.6,..,..,0.1
Food Prices for Nutrition Data,FPN,Croatia,HRV,2020,YR2020,..,..,4.277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.32,..,..,..,..,..,3.8,..,..,0.2
Food Prices for Nutrition Data,FPN,Curacao,CUW,2017,YR2017,1.137,2.396,2.866,2.52,0.466,0.711,0.607,0.673,0.295,0.114,0.163,0.248,0.212,0.235,0.103,0.04,0.77,1.17,1.11,0.49,0.19,1.148,2.42,2.895,0.218,0.459,0.549,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Curacao,CUW,2018,YR2018,..,..,2.988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.018,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Curacao,CUW,2019,YR2019,..,..,3.144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.176,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Curacao,CUW,2020,YR2020,..,..,3.328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.362,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Cyprus,CYP,2017,YR2017,0.577,2.068,2.846,4.93,0.724,0.65,0.416,0.697,0.279,0.08,0.254,0.228,0.146,0.245,0.098,0.028,1.74,1.56,1.68,0.67,0.19,0.583,2.089,2.875,0.095,0.34,0.468,0,0.1,0.1,0,0,0
Food Prices for Nutrition Data,FPN,Cyprus,CYP,2018,YR2018,..,..,2.868,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.897,..,..,..,..,..,0.1,..,..,0
Food Prices for Nutrition Data,FPN,Cyprus,CYP,2019,YR2019,..,..,2.836,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.865,..,..,..,..,..,0.3,..,..,0
Food Prices for Nutrition Data,FPN,Cyprus,CYP,2020,YR2020,..,..,2.969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.999,..,..,..,..,..,0.3,..,..,0
Food Prices for Nutrition Data,FPN,Czech Republic,CZE,2017,YR2017,0.441,2.361,2.899,6.57,0.693,0.757,0.297,0.7,0.377,0.076,0.239,0.261,0.102,0.241,0.13,0.026,2.33,2.55,2.36,1.27,0.26,0.445,2.385,2.928,0.058,0.313,0.384,0,0.2,0.4,0,0,0
Food Prices for Nutrition Data,FPN,Czech Republic,CZE,2018,YR2018,..,..,2.921,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.951,..,..,..,..,..,0.2,..,..,0
Food Prices for Nutrition Data,FPN,Czech Republic,CZE,2019,YR2019,..,..,2.919,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.948,..,..,..,..,..,0.2,..,..,0
Food Prices for Nutrition Data,FPN,Czech Republic,CZE,2020,YR2020,..,..,2.966,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.996,..,..,..,..,..,0.2,..,..,0
Food Prices for Nutrition Data,FPN,Denmark,DNK,2017,YR2017,0.3,1.728,2.376,7.92,0.546,0.78,0.235,0.498,0.263,0.053,0.23,0.328,0.099,0.21,0.111,0.022,2.32,3.32,2.12,1.12,0.23,0.303,1.745,2.4,0.044,0.253,0.348,0.1,0.2,0.2,0,0,0
Food Prices for Nutrition Data,FPN,Denmark,DNK,2018,YR2018,..,..,2.44,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.465,..,..,..,..,..,0.2,..,..,0
Food Prices for Nutrition Data,FPN,Denmark,DNK,2019,YR2019,..,..,2.432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.457,..,..,..,..,..,0.4,..,..,0
Food Prices for Nutrition Data,FPN,Denmark,DNK,2020,YR2020,..,..,2.544,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.57,..,..,..,..,..,0.4,..,..,0
Food Prices for Nutrition Data,FPN,Djibouti,DJI,2017,YR2017,0.616,2.459,2.797,4.54,0.556,0.529,0.449,0.988,0.165,0.111,0.199,0.189,0.161,0.353,0.059,0.04,1.24,1.18,2.2,0.37,0.25,0.622,2.484,2.825,0.257,1.026,1.167,5.3,56.9,64.6,0.1,0.5,0.6
Food Prices for Nutrition Data,FPN,Djibouti,DJI,2018,YR2018,..,..,2.866,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.895,..,..,..,..,..,62.7,..,..,0.6
Food Prices for Nutrition Data,FPN,Djibouti,DJI,2019,YR2019,..,..,2.985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.015,..,..,..,..,..,62,..,..,0.6
Food Prices for Nutrition Data,FPN,Djibouti,DJI,2020,YR2020,..,..,3.112,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.143,..,..,..,..,..,63.9,..,..,0.6
Food Prices for Nutrition Data,FPN,Dominica,DMA,2017,YR2017,1.217,3.478,4,3.29,0.66,1.226,0.764,0.841,0.363,0.146,0.165,0.307,0.191,0.21,0.091,0.037,0.86,1.6,1.1,0.48,0.19,1.229,3.513,4.04,0.265,0.756,0.87,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Dominica,DMA,2018,YR2018,..,..,4.146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.188,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Dominica,DMA,2019,YR2019,..,..,4.236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.279,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition Data,FPN,Dominica,DMA,2020,YR2020,..,..,4.345,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.389,..,..,..,..,..,..,..,..,..
